Date,Selina,Sub Category,Capacity,Out of Order,Available Beds,Sold Beds,Room Revenue USD,Food and Beverage Revenue,Activities Revenue,Co-Working Revenue,Average Guest Review
2018-02-14,Playa del Carmen,Dorm,177,20,157,67,1340.0,28.408000000000005,218.7416,32.669200000000004,8.997
2018-02-14,Venao,Dorm,51,1,50,40,560.0,211.32160000000002,132.9664,66.4832,8.689
2018-02-14,Playa del Carmen,Private Shared,54,7,47,19,722.0,13.775760000000002,120.15524,6.12256,9.0
2018-02-14,Medellin,Dorm,215,19,196,117,2340.0,825.9732,416.70720000000006,138.9024,8.776
2018-02-14,Jaco,Dorm,118,1,117,61,1037.0,372.63558000000006,136.30328,58.25866,8.774
2018-02-14,Jaco,Private Shared,26,1,25,16,460.79999999999995,159.23404799999997,61.544448,20.026367999999998,8.774
2018-02-14,San Jose,Private,40,1,39,32,1209.6000000000001,391.0636800000001,202.58380800000003,60.26227200000001,8.735
2018-02-14,Antigua,Dorm,92,8,84,41,861.0,0.9126599999999999,135.07368,32.855760000000004,8.907
2018-02-14,Venao,Private,12,1,11,10,315.0,119.53620000000001,74.12580000000001,34.7256,8.703
2018-02-14,Playa del Carmen,Private,59,7,52,26,1086.8000000000002,5.760040000000002,171.64919200000003,21.888152000000005,9.008
2018-02-14,Pedasi,Dorm,8,1,7,7,112.0,42.501760000000004,26.355840000000004,13.53408,8.714
2018-02-14,San Jose,Private Shared,14,1,13,11,376.19999999999993,123.22054799999998,64.20229199999999,26.717724,8.732
2018-02-14,Puerto Viejo,Private Shared,40,1,39,26,889.1999999999999,296.90388,119.704104,48.070152,8.781
2018-02-14,Santa Teresa North,Private,22,1,21,16,537.6,174.37593600000002,87.18796800000001,25.643520000000006,8.74
2018-02-14,Antigua,Private,34,4,30,14,585.2,3.101560000000001,83.12180800000002,16.128112,8.91
2018-02-14,Manuel Antonio,Private,60,2,58,47,1776.6000000000001,540.4772520000001,335.20888800000006,122.40774000000002,8.725
2018-02-14,La Fortuna,Private,20,1,19,11,415.80000000000007,147.65058000000005,43.63405200000001,8.814960000000003,8.78
2018-02-14,Tamarindo,Dorm,144,3,141,99,1881.0,618.0966,283.12812,125.61318000000001,8.766
2018-02-14,Bocas del Toro,Private,44,1,43,35,1249.5,452.9687400000001,295.35681000000005,160.26087,8.706
2018-02-14,Pedasi,Private Shared,8,1,7,6,161.99999999999997,56.839319999999994,39.83904,17.68716,8.702
2018-02-14,Tamarindo,Private Shared,34,1,33,25,765.0,252.1899,102.17340000000002,29.192400000000006,8.761
2018-02-14,Venao,Private Shared,34,1,33,28,856.8,307.882512,217.061712,101.71929599999999,8.708
2018-02-14,Medellin,Private Shared,24,3,21,11,369.6,133.20384000000004,69.344352,23.114784000000007,8.764
2018-02-14,Pedasi,Private,16,1,15,12,403.20000000000005,141.466752,94.88102400000002,45.73094400000001,8.701
2018-02-14,San Jose,Dorm,86,1,85,62,1178.0,354.62512000000004,218.519,59.936640000000004,8.75
2018-02-14,Montanita,Dorm,148,19,129,64,896.0,289.6768,2.8492800000000003,19.944960000000002,8.987
2018-02-14,Santa Teresa North,Private Shared,16,1,15,13,421.2,133.048656,77.239656,20.984184,8.755
2018-02-14,La Fortuna,Private Shared,32,1,31,15,431.99999999999994,159.35615999999996,49.45535999999999,16.943039999999996,8.789
2018-02-14,Red Frog,Private Shared,14,1,13,11,336.59999999999997,125.94898799999999,65.293668,24.262128,8.742
2018-02-14,Montanita,Private Shared,38,6,32,17,408.0,121.52688,3.02736,1.2974400000000001,8.987
2018-02-14,Montanita,Private,96,12,84,42,1117.1999999999998,360.00652799999995,14.210783999999999,23.68464,9.004
2018-02-15,Bocas del Toro,Dorm,154,1,153,109,1853.0,697.2839,438.01214000000004,231.77324000000004,8.702
2018-02-15,Medellin,Dorm,215,24,191,108,2268.0,848.6402400000001,372.6324,79.33464000000001,8.775
2018-02-15,Bocas del Toro,Private Shared,32,1,31,24,734.4,279.46857600000004,180.60364800000002,75.511008,8.704
2018-02-15,Playa del Carmen,Private,59,8,51,25,1100.0,2.332,158.57600000000002,9.328,8.981
2018-02-15,Manuel Antonio,Private,60,1,59,43,1715.7,520.1316120000001,296.438646,132.76086600000002,8.725
2018-02-15,Santa Teresa North,Private Shared,16,1,15,12,367.2,117.937296,60.33096,24.132384,8.74
2018-02-15,Manuel Antonio,Dorm,116,3,113,92,1656.0,517.8312,294.90048,105.3216,8.752
2018-02-15,Puerto Viejo,Dorm,66,1,65,39,702.0,241.09488000000002,101.20032,42.41484,8.763
2018-02-15,Playa del Carmen,Dorm,177,25,152,61,1098.0,11.638800000000002,176.90976,17.4582,8.986
2018-02-15,San Jose,Dorm,86,2,84,62,1054.0,334.05476,191.04804000000004,61.44820000000001,8.754
2018-02-15,Jaco,Private,42,1,41,24,907.2,317.33856000000003,125.97379200000002,26.925696,8.762
2018-02-15,Red Frog,Dorm,24,1,23,19,323.0,117.77872,67.44886000000001,20.88518,8.739
2018-02-15,Tamarindo,Dorm,144,2,142,106,1802.0,601.6878,261.68644,106.96672,8.745
2018-02-15,Tamarindo,Private,24,1,23,17,606.9000000000001,205.21716600000005,95.21047200000001,32.809014000000005,8.745
2018-02-15,Venao,Private Shared,34,1,33,28,806.3999999999999,290.62656,200.01945599999996,99.154944,8.711
2018-02-15,La Fortuna,Dorm,100,3,97,53,848.0,292.13599999999997,86.29248,19.77536,8.796
2018-02-15,Medellin,Private Shared,24,3,21,11,334.40000000000003,125.83472000000002,60.96780800000001,18.786592000000002,8.782
2018-02-15,Santa Teresa North,Dorm,140,1,139,110,1980.0,629.64,340.0056,90.2484,8.756
2018-02-15,Puerto Viejo,Private Shared,40,1,39,24,734.4,249.886944,104.31417600000002,41.258592,8.759
2018-02-15,Medellin,Private,88,8,80,49,1768.9,622.511288,326.255916,65.62619000000001,8.78
2018-02-15,Jaco,Dorm,118,2,116,64,1088.0,378.27584,140.70015999999998,59.970560000000006,8.771
2018-02-15,Venao,Dorm,51,1,50,38,646.0,230.76412000000002,159.54908,66.42172000000001,8.713
2018-02-15,San Jose,Private,40,1,39,31,1106.7,339.02647800000005,185.350116,65.693712,8.75
2018-02-15,Manuel Antonio,Private Shared,18,1,17,14,478.79999999999995,142.615368,85.772232,28.421567999999997,8.739
2018-02-15,Playa del Carmen,Private Shared,54,7,47,24,912.0,2.90016,154.67520000000002,17.40096,9.007
2018-02-15,Montanita,Private,96,14,82,36,889.1999999999999,280.880496,16.023384,26.391455999999994,8.997
2018-02-15,Tamarindo,Private Shared,34,1,33,22,673.1999999999999,218.359152,102.757248,24.262128,8.769
2018-02-15,Bocas del Toro,Private,44,1,43,35,1176.0,423.83040000000005,285.46224,124.65599999999999,8.712
2018-02-15,La Fortuna,Private Shared,32,1,31,18,518.4,182.984832,50.004864,10.440576,8.77
2018-02-15,Puerto Viejo,Private,32,1,31,21,749.7,269.39719800000006,106.48738800000002,41.323464,8.765
2018-02-15,Red Frog,Private,34,1,33,28,940.8000000000001,349.0368,195.46060800000004,82.771584,8.752
2018-02-15,Antigua,Dorm,92,9,83,43,903.0,1.9143599999999998,151.23444,34.45848000000001,8.895
2018-02-15,Montanita,Dorm,148,15,133,65,910.0,274.91100000000006,4.823,27.008799999999997,9.002
2018-02-15,San Jose,Private Shared,14,1,13,10,306.0,97.308,53.84376,23.029560000000004,8.732
2018-02-15,Montanita,Private Shared,38,5,33,17,380.8,115.44332800000002,4.036480000000001,10.898496,8.992
2018-02-15,Venao,Private,12,1,11,10,315.0,114.19380000000002,73.45800000000001,35.0595,8.695
2018-02-15,Pedasi,Dorm,8,1,7,7,112.0,41.433279999999996,28.017920000000004,13.652800000000001,8.703
2018-02-15,Santa Teresa North,Private,22,0,22,16,604.8000000000001,200.66054400000004,101.93299200000003,43.593984000000006,8.736
2018-02-15,Antigua,Private,34,4,30,14,616.0,12.40624,92.72032000000002,27.42432,8.903
2018-02-15,Red Frog,Private Shared,14,1,13,10,306.0,108.98496000000002,67.46688,20.43468,8.736
2018-02-15,Pedasi,Private,16,1,15,13,464.1,175.62472200000002,118.55898600000002,56.57379000000001,8.701
2018-02-15,La Fortuna,Private,20,1,19,10,357.0,127.52754000000002,38.220420000000004,9.83892,8.77
2018-02-15,Jaco,Private Shared,26,1,25,16,460.79999999999995,154.349568,63.986688,13.188095999999998,8.77
2018-02-16,Bocas del Toro,Dorm,154,2,152,116,1972.0,723.25072,501.6768,234.11584,8.686
2018-02-16,Playa del Carmen,Dorm,177,18,159,76,1596.0,23.684639999999998,226.69584000000003,11.842319999999999,9.004
2018-02-16,San Jose,Dorm,86,2,84,62,1116.0,351.33912,180.99288,55.599120000000006,8.753
2018-02-16,Santa Teresa North,Dorm,140,1,139,99,1584.0,505.39104000000003,241.78176000000005,112.49568000000002,8.753
2018-02-16,Manuel Antonio,Dorm,116,2,114,88,1672.0,508.65584000000007,319.0176,85.07136,8.728
2018-02-16,Medellin,Dorm,215,21,194,97,2037.0,716.86104,360.58974,73.41348,8.789
2018-02-16,Red Frog,Dorm,24,1,23,19,285.0,101.50560000000002,63.13890000000001,26.5848,8.752
2018-02-16,Tamarindo,Dorm,144,3,141,105,1995.0,676.7040000000001,312.9756,74.0145,8.761
2018-02-16,Pedasi,Private Shared,8,1,7,6,183.6,68.1156,43.010136,18.488519999999998,8.703
2018-02-16,Bocas del Toro,Private,44,1,43,32,1142.4,402.03340800000007,262.774848,141.680448,8.693
2018-02-16,Antigua,Dorm,92,10,82,39,819.0,1.73628,137.16612,32.121179999999995,8.89
2018-02-16,Jaco,Dorm,118,1,117,72,1296.0,453.3408,145.61856,45.33408000000001,8.781
2018-02-16,Antigua,Private,34,4,30,16,668.8000000000001,10.633920000000002,110.59276800000002,15.596416000000001,8.904
2018-02-16,San Jose,Private Shared,14,1,13,11,356.4,115.601904,63.089928,27.200448,8.752
2018-02-16,Jaco,Private,42,1,41,24,806.4000000000001,293.190912,100.86451200000003,44.44876800000001,8.78
2018-02-16,Tamarindo,Private Shared,34,1,33,25,765.0,265.9752,119.20230000000001,40.545,8.771
2018-02-16,Puerto Viejo,Dorm,66,1,65,43,774.0,277.30872000000005,105.01632,22.97232,8.763
2018-02-16,Venao,Dorm,51,1,50,39,663.0,243.86466,158.82828,81.52248000000002,8.703
2018-02-16,Santa Teresa North,Private,22,1,21,16,604.8000000000001,183.99225600000005,93.59884800000002,40.38854400000001,8.753
2018-02-16,Manuel Antonio,Private,60,1,59,48,1915.1999999999998,619.18416,312.63724799999994,101.50559999999999,8.753
2018-02-16,Medellin,Private,88,10,78,48,1732.8000000000002,631.8481920000002,328.78147200000006,101.02224000000002,8.782
2018-02-16,Montanita,Dorm,148,17,131,58,754.0,246.96516,6.39392,17.583280000000002,8.99
2018-02-16,Manuel Antonio,Private Shared,18,1,17,14,428.4,129.87374400000002,78.105888,26.338032000000002,8.735
2018-02-16,Jaco,Private Shared,26,1,25,14,428.4,147.58379999999997,51.767856,19.072368,8.765
2018-02-16,San Jose,Private,40,1,39,29,1035.3000000000002,333.6150720000001,179.97655200000003,76.81926000000001,8.735
2018-02-16,Tamarindo,Private,24,0,24,17,606.9000000000001,205.21716600000005,79.127622,26.375874000000003,8.751
2018-02-16,Bocas del Toro,Private Shared,32,1,31,26,795.5999999999999,299.38428,201.557304,87.706944,8.702
2018-02-16,La Fortuna,Dorm,100,4,96,47,846.0,299.51784000000004,86.98572,20.625480000000003,8.777
2018-02-16,Playa del Carmen,Private,59,7,52,21,924.0,8.814960000000001,137.1216,17.629920000000002,8.981
2018-02-16,Red Frog,Private,34,1,33,27,963.9000000000001,354.541698,199.23813000000004,78.673518,8.736
2018-02-16,Pedasi,Private,16,1,15,13,464.1,172.673046,115.11536400000001,47.22681600000001,8.705
2018-02-16,Puerto Viejo,Private,32,1,31,21,749.7,256.68228600000003,104.89802400000002,36.555372000000006,8.759
2018-02-16,La Fortuna,Private Shared,32,1,31,16,489.59999999999997,169.186176,58.644287999999996,17.645184,8.772
2018-02-16,Venao,Private Shared,34,1,33,24,691.1999999999999,263.029248,158.989824,73.999872,8.695
2018-02-16,Red Frog,Private Shared,14,1,13,11,296.99999999999994,111.13145999999998,61.704719999999995,28.018979999999996,8.735
2018-02-16,Puerto Viejo,Private Shared,40,1,39,27,874.8,288.386568,122.402016,47.291688,8.766
2018-02-16,Medellin,Private Shared,24,3,21,12,364.8,133.794048,62.64345600000001,20.494464,8.781
2018-02-16,Venao,Private,12,1,11,10,357.0,126.39228000000001,83.63082000000001,37.46358,8.71
2018-02-16,Santa Teresa North,Private Shared,16,1,15,13,374.4,121.04352,65.085696,28.574208000000002,8.743
2018-02-16,Playa del Carmen,Private Shared,54,7,47,22,836.0,12.406239999999999,140.01328,29.243280000000002,9.006
2018-02-16,La Fortuna,Private,20,1,19,9,321.3,118.52114399999999,33.717222,16.347744000000002,8.792
2018-02-16,Montanita,Private,96,12,84,34,904.4,297.18584,6.710647999999999,24.925264000000002,8.985
2018-02-16,Pedasi,Dorm,8,1,7,7,119.0,43.392160000000004,27.49852,12.23558,8.712
2018-02-17,Venao,Dorm,51,1,50,40,600.0,223.872,146.28,71.868,8.709
2018-02-17,Playa del Carmen,Dorm,177,24,153,75,1500.0,15.900000000000002,243.27000000000004,7.950000000000001,8.997
2018-02-17,Manuel Antonio,Dorm,116,2,114,89,1691.0,510.8511000000001,295.7559,112.92498,8.75
2018-02-17,Venao,Private Shared,34,1,33,26,701.9999999999999,267.8832,175.61232,72.17963999999999,8.705
2018-02-17,Bocas del Toro,Dorm,154,1,153,111,1776.0,638.18784,408.51552,201.43392,8.687
2018-02-17,Santa Teresa North,Dorm,140,3,137,108,1836.0,589.6864800000001,288.03168,126.5004,8.75
2018-02-17,Medellin,Dorm,215,19,196,112,2352.0,860.1264000000001,453.74784,97.23168,8.772
2018-02-17,Antigua,Private,34,4,30,14,616.0,9.14144,90.10848,25.46544,8.79
2018-02-17,San Jose,Private,40,1,39,28,1117.2,342.2430480000001,210.79329600000003,85.26470400000002,8.745
2018-02-17,Jaco,Dorm,118,1,117,69,1173.0,427.72272000000004,126.82476000000001,50.97858,8.764
2018-02-17,La Fortuna,Dorm,100,2,98,47,799.0,282.87796000000003,88.9287,17.78574,8.787
2018-02-17,Red Frog,Private,34,1,33,26,819.0,302.98086,182.3094,58.16538000000001,8.752
2018-02-17,Puerto Viejo,Dorm,66,1,65,42,756.0,250.82568,96.96456,36.86256,8.764
2018-02-17,Tamarindo,Dorm,144,2,142,102,1734.0,582.6586800000001,268.35384,106.60632000000001,8.753
2018-02-17,Antigua,Dorm,92,10,82,38,836.0,17.723200000000002,131.15168,31.901760000000007,8.797
2018-02-17,Venao,Private,12,1,11,9,302.40000000000003,114.43420800000003,76.61001600000002,32.374944000000006,8.707
2018-02-17,Playa del Carmen,Private,59,9,50,22,919.6000000000001,11.697312000000002,128.67043200000003,20.470296000000005,9.009
2018-02-17,Jaco,Private Shared,26,1,25,16,489.59999999999997,166.07232000000002,57.606336000000006,14.012351999999998,8.766
2018-02-17,Tamarindo,Private Shared,34,1,33,24,734.4,238.20998400000002,111.32035200000001,31.917023999999998,8.757
2018-02-17,Medellin,Private,88,9,79,46,1835.3999999999999,673.1513039999999,330.73908,101.167248,8.788
2018-02-17,Red Frog,Dorm,24,1,23,19,285.0,100.2972,57.399,25.678500000000003,8.725
2018-02-17,Manuel Antonio,Private,60,1,59,48,1915.1999999999998,613.0938239999999,361.359936,103.535712,8.743
2018-02-17,Santa Teresa North,Private,22,1,21,18,604.8000000000001,197.455104,100.65081600000002,37.82419200000001,8.748
2018-02-17,Puerto Viejo,Private Shared,40,1,39,26,842.4,280.384416,106.260336,34.824816,8.756
2018-02-17,Bocas del Toro,Private,44,1,43,34,1071.0,389.39418,265.65084,128.28438,8.703
2018-02-17,San Jose,Dorm,86,1,85,64,1088.0,337.91104,196.05760000000004,55.357440000000004,8.727
2018-02-17,La Fortuna,Private,20,1,19,11,415.80000000000007,149.41357200000004,45.397044000000015,17.629920000000006,8.778
2018-02-17,Bocas del Toro,Private Shared,32,1,31,25,674.9999999999999,242.5545,164.565,86.57549999999999,8.701
2018-02-17,Tamarindo,Private,24,1,23,17,642.6,220.01338800000002,87.869124,27.927396,8.751
2018-02-17,Puerto Viejo,Private,32,1,31,18,718.1999999999999,252.748944,87.54858,36.542016,8.766
2018-02-17,Manuel Antonio,Private Shared,18,1,17,14,478.79999999999995,154.288512,86.27976000000001,27.406511999999996,8.725
2018-02-17,Medellin,Private Shared,24,3,21,11,369.6,133.59561600000004,63.467712000000006,14.887488000000003,8.773
2018-02-17,Montanita,Dorm,148,16,132,52,676.0,207.08584000000005,2.86624,10.7484,9.001
2018-02-17,Santa Teresa North,Private Shared,16,1,15,12,367.2,120.272688,58.3848,21.018528,8.747
2018-02-17,Jaco,Private,42,1,41,24,856.8000000000001,295.1676,103.535712,24.521616,8.763
2018-02-17,Montanita,Private,96,10,86,41,1168.5,350.52663,24.772200000000005,11.147490000000001,9.003
2018-02-17,Pedasi,Private,16,1,15,13,464.1,168.737478,107.736174,57.06573600000001,8.708
2018-02-17,Red Frog,Private Shared,14,1,13,12,367.2,134.28504,72.00792000000001,28.024704000000003,8.735
2018-02-17,La Fortuna,Private Shared,32,1,31,15,431.99999999999994,152.94528,52.20287999999999,21.06432,8.784
2018-02-17,Playa del Carmen,Private Shared,54,7,47,24,866.4000000000001,2.7551520000000003,144.18628800000002,24.796368,8.98
2018-02-17,San Jose,Private Shared,14,1,13,10,324.0,105.43608000000002,54.26352000000001,23.010480000000005,8.738
2018-02-17,Pedasi,Private Shared,8,1,7,7,214.2,79.922304,50.178492000000006,22.478148,8.697
2018-02-17,Pedasi,Dorm,8,1,7,6,96.0,33.987840000000006,23.303040000000003,10.07424,8.689
2018-02-17,Montanita,Private Shared,38,5,33,16,358.40000000000003,112.07168,3.419136000000001,3.039232,8.999
2018-02-18,Manuel Antonio,Dorm,116,2,114,89,1602.0,507.73788,280.1898,123.96276,8.731
2018-02-18,Venao,Dorm,51,1,50,36,576.0,211.86432,133.10208,59.834880000000005,8.697
2018-02-18,La Fortuna,Dorm,100,3,97,47,846.0,302.20812,89.676,35.870400000000004,8.774
2018-02-18,Venao,Private Shared,34,1,33,27,777.5999999999999,282.719808,181.33632,100.55923199999998,8.694
2018-02-18,Jaco,Dorm,118,1,117,71,1278.0,438.91632000000004,155.78820000000002,39.285720000000005,8.767
2018-02-18,Playa del Carmen,Private,59,7,52,22,919.6000000000001,16.571192000000003,140.36774400000004,21.445072000000003,9.003
2018-02-18,Tamarindo,Dorm,144,3,141,99,1782.0,587.45412,251.22636000000003,111.44628000000002,8.757
2018-02-18,Bocas del Toro,Dorm,154,2,152,122,1830.0,698.3280000000001,467.4918,188.16060000000002,8.707
2018-02-18,Medellin,Dorm,215,25,190,116,2204.0,834.03768,425.19568000000004,123.82072000000001,8.777
2018-02-18,Manuel Antonio,Private,60,1,59,48,1713.6000000000001,532.2098880000001,296.075808,96.270048,8.732
2018-02-18,Puerto Viejo,Private,32,1,31,20,714.0,244.45932000000002,82.49556,30.273600000000005,8.769
2018-02-18,La Fortuna,Private Shared,32,2,30,15,431.99999999999994,152.48736,48.99744,17.85888,8.79
2018-02-18,Medellin,Private,88,8,80,46,1660.6000000000001,624.8837800000001,274.59681600000005,89.77203600000001,8.762
2018-02-18,Jaco,Private,42,1,41,26,873.6,307.437312,113.899968,37.04064000000001,8.77
2018-02-18,Santa Teresa North,Dorm,140,3,137,111,1998.0,614.1852,353.68596,120.71916,8.732
2018-02-18,Bocas del Toro,Private,44,1,43,35,1249.5,456.94215,300.65469,132.447,8.699
2018-02-18,Red Frog,Private Shared,14,1,13,12,345.59999999999997,122.72256,76.93056,32.237567999999996,8.752
2018-02-18,Antigua,Dorm,92,10,82,40,800.0,5.088,129.74400000000003,21.2,8.809
2018-02-18,San Jose,Private,40,1,39,32,1209.6000000000001,362.8558080000001,197.455104,60.26227200000001,8.745
2018-02-18,San Jose,Dorm,86,1,85,62,1116.0,345.42432,178.62696,76.89240000000001,8.735
2018-02-18,Playa del Carmen,Private Shared,54,7,47,20,760.0,7.250400000000001,127.28480000000002,16.9176,9.003
2018-02-18,Red Frog,Private,34,1,33,26,819.0,305.58528,163.21032000000002,60.769800000000004,8.728
2018-02-18,Playa del Carmen,Dorm,177,23,154,76,1520.0,16.112000000000002,248.1248,22.5568,8.982
2018-02-18,Tamarindo,Private Shared,34,1,33,23,745.1999999999999,238.55342399999998,106.63812,49.764456,8.754
2018-02-18,Venao,Private,12,1,11,9,283.5,103.97645999999999,65.81169,31.253040000000002,8.695
2018-02-18,Medellin,Private Shared,24,3,21,14,448.0,157.18528,73.60640000000001,24.69376,8.773
2018-02-18,Montanita,Private,96,12,84,38,1083.0,322.58238,11.479800000000003,26.403540000000003,8.998
2018-02-18,Santa Teresa North,Private,22,1,21,16,604.8000000000001,187.83878400000003,94.88102400000001,39.74745600000001,8.742
2018-02-18,Puerto Viejo,Private Shared,40,1,39,24,820.8,293.206176,114.84633600000001,30.45168,8.773
2018-02-18,Red Frog,Dorm,24,1,23,17,255.0,89.199,56.2224,20.542800000000003,8.742
2018-02-18,Puerto Viejo,Dorm,66,1,65,38,684.0,234.18792000000002,94.98024000000001,26.82648,8.756
2018-02-18,Pedasi,Dorm,8,1,7,7,112.0,39.7712,26.59328,14.008960000000002,8.689
2018-02-18,Antigua,Private,34,4,30,14,677.6000000000001,9.337328000000003,112.04793600000002,22.984192000000004,8.807
2018-02-18,Tamarindo,Private,24,1,23,18,718.1999999999999,236.761812,99.729252,44.154936,8.754
2018-02-18,Manuel Antonio,Private Shared,18,1,17,14,428.4,133.96068,77.651784,30.879072,8.726
2018-02-18,Bocas del Toro,Private Shared,32,1,31,24,734.4,279.46857600000004,188.38828800000002,84.852576,8.713
2018-02-18,San Jose,Private Shared,14,1,13,11,356.4,106.91287200000001,61.201008,23.422608,8.74
2018-02-18,Jaco,Private Shared,26,1,25,16,518.4,179.687808,60.445440000000005,16.485120000000002,8.775
2018-02-18,Santa Teresa North,Private Shared,16,1,15,13,421.2,136.17396000000002,73.221408,24.555960000000002,8.747
2018-02-18,Pedasi,Private Shared,8,1,7,7,214.2,77.87883599999999,51.313751999999994,22.024044,8.7
2018-02-18,La Fortuna,Private,20,1,19,10,357.0,123.36492,39.35568,10.97418,8.792
2018-02-18,Montanita,Dorm,148,15,133,62,868.0,277.86416,0.92008,26.682320000000004,8.986
2018-02-19,Bocas del Toro,Private,44,1,43,32,1142.4,410.51001600000006,267.61862400000007,123.51628800000002,8.689
2018-02-19,Tamarindo,Dorm,144,3,141,98,1666.0,572.1710400000001,220.745,109.48952,8.766
2018-02-19,Bocas del Toro,Dorm,154,2,152,111,1887.0,694.07634,488.05368,238.02618,8.694
2018-02-19,Santa Teresa North,Dorm,140,3,137,108,1728.0,553.16736,307.72224000000006,108.06912000000003,8.749
2018-02-19,Antigua,Dorm,92,10,82,37,740.0,7.844000000000001,112.95360000000002,31.376000000000005,8.8
2018-02-19,Jaco,Dorm,118,3,115,72,1152.0,413.95968000000005,126.99648,52.508160000000004,8.789
2018-02-19,Manuel Antonio,Dorm,116,1,115,89,1513.0,490.7566800000001,255.00102000000004,105.84948000000001,8.753
2018-02-19,Playa del Carmen,Dorm,177,20,157,66,1254.0,1.32924,183.43511999999998,19.9386,9.008
2018-02-19,La Fortuna,Dorm,100,3,97,47,799.0,298.12288,93.16340000000001,27.102079999999997,8.788
2018-02-19,Venao,Dorm,51,1,50,39,546.0,193.30584000000002,134.27232,59.612280000000005,8.702
2018-02-19,San Jose,Private,40,1,39,33,1247.4,400.63993200000004,216.848016,81.979128,8.732
2018-02-19,San Jose,Dorm,86,1,85,65,1105.0,327.964,195.6071,78.47710000000002,8.751
2018-02-19,Jaco,Private,42,1,41,23,821.1,290.702244,109.66611600000002,36.555372000000006,8.77
2018-02-19,Playa del Carmen,Private,59,8,51,25,990.0,6.2964,136.422,10.494000000000002,9.009
2018-02-19,Medellin,Private,88,11,77,47,1964.6,714.289268,360.26834799999995,112.45370399999999,8.771
2018-02-19,Puerto Viejo,Private Shared,40,1,39,26,889.1999999999999,302.559192,111.22113600000002,35.816976,8.774
2018-02-19,Red Frog,Private,34,1,33,27,907.2,337.53283200000004,187.51824000000002,85.585248,8.753
2018-02-19,Venao,Private,12,1,11,10,315.0,117.86670000000001,74.12580000000001,40.401900000000005,8.7
2018-02-19,Medellin,Dorm,215,21,194,108,2160.0,767.0160000000001,382.3632,114.47999999999999,8.77
2018-02-19,Medellin,Private Shared,24,3,21,14,448.0,167.15776,77.88032,20.89472,8.772
2018-02-19,Puerto Viejo,Dorm,66,2,64,38,684.0,236.36303999999998,86.27976,39.8772,8.766
2018-02-19,Tamarindo,Private,24,1,23,17,606.9000000000001,193.63751400000004,86.20407600000003,25.732560000000007,8.756
2018-02-19,La Fortuna,Private Shared,32,1,31,18,583.1999999999999,219.45816,57.49185599999999,23.491296,8.782
2018-02-19,Santa Teresa North,Private,22,1,21,17,571.2,190.11820800000004,96.27004800000002,30.879072000000004,8.748
2018-02-19,Red Frog,Private Shared,14,1,13,11,316.79999999999995,116.52537599999998,68.504832,26.193023999999998,8.729
2018-02-19,Antigua,Private,34,3,31,14,616.0,5.876640000000001,107.7384,11.10032,8.793
2018-02-19,Venao,Private Shared,34,1,33,26,795.5999999999999,303.60096,186.377256,91.92362399999999,8.694
2018-02-19,Bocas del Toro,Private Shared,32,1,31,23,620.9999999999999,234.34055999999998,148.76675999999998,65.82599999999998,8.695
2018-02-19,Montanita,Private,96,11,85,37,1054.5,336.44877,8.94216,12.29547,8.999
2018-02-19,La Fortuna,Private,20,1,19,11,392.70000000000005,135.28515000000002,41.626200000000004,10.822812000000003,8.785
2018-02-19,Manuel Antonio,Private Shared,18,1,17,13,397.79999999999995,127.34373599999999,73.37023199999999,23.613407999999996,8.731
2018-02-19,Jaco,Private Shared,26,1,25,15,486.0,168.97248,59.75856000000001,27.81864,8.763
2018-02-19,Playa del Carmen,Private Shared,54,8,46,23,786.5999999999999,5.8365719999999985,120.90041999999998,22.512491999999998,9.006
2018-02-19,Manuel Antonio,Private,60,1,59,48,1915.1999999999998,586.7023680000001,314.66736,138.047616,8.735
2018-02-19,Puerto Viejo,Private,32,1,31,18,718.1999999999999,239.04568799999998,94.40020799999999,38.0646,8.78
2018-02-19,Pedasi,Dorm,8,1,7,7,112.0,41.077119999999994,25.524800000000003,11.634560000000002,8.712
2018-02-19,Red Frog,Dorm,24,1,23,19,266.0,96.71228,53.5724,21.42896,8.736
2018-02-19,San Jose,Private Shared,14,1,13,10,341.99999999999994,111.65615999999999,56.19059999999999,25.013879999999993,8.739
2018-02-19,Santa Teresa North,Private Shared,16,1,15,12,323.99999999999994,99.25416,50.82911999999999,16.48512,8.754
2018-02-19,Tamarindo,Private Shared,34,1,33,23,786.5999999999999,266.81472,125.903196,30.016656,8.762
2018-02-19,Pedasi,Private Shared,8,1,7,7,188.99999999999997,69.71831999999999,43.273439999999994,22.438079999999996,8.707
2018-02-20,San Jose,Dorm,86,2,84,70,1260.0,400.68,221.7096,61.4376,8.733
2018-02-20,Medellin,Dorm,215,20,195,100,2000.0,739.88,377.36,114.48,8.772
2018-02-20,Bocas del Toro,Dorm,154,2,152,114,1710.0,598.158,425.961,203.01119999999997,8.694
2018-02-20,Manuel Antonio,Dorm,116,2,114,91,1638.0,487.89468,286.4862,95.4954,8.754
2018-02-20,Santa Teresa North,Dorm,140,1,139,112,1904.0,631.70912,304.75424000000004,123.11263999999998,8.747
2018-02-20,Puerto Viejo,Dorm,66,0,66,40,760.0,267.4592,103.1168,33.0296,8.782
2018-02-20,Bocas del Toro,Private Shared,32,1,31,23,662.4,244.34611199999998,151.663104,70.2144,8.688
